id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
INSIG1	4	0.0028244	0.010065	0.816395	228	4	-3.1995	0.99718	0.99718	0.999997	19032	0	-3.1995
PBK	4	0.0028614	0.010187	0.816395	229	3	-1.0735	0.71469	0.78635	0.999997	14645	1	-1.0735
CDC7	4	0.0028703	0.010224	0.816395	230	4	-5.1311	0.99713	0.99713	0.999997	19030	0	-5.1311
GTPBP10	4	0.002872	0.010229	0.816395	231	3	-0.98691	0.97583	0.9758	0.999997	18501	0	-0.98691
CAPN2	4	0.0028745	0.010237	0.816395	232	3	-1.9993	0.59891	0.73877	0.999997	13750	1	-1.9993
ZC3H7A	4	0.0028768	0.010247	0.816395	233	4	-1.5507	0.99712	0.99712	0.999997	19029	0	-1.5507
KLHL23	4	0.0028779	0.01025	0.816395	234	2	0.033137	0.19349	0.37055	0.999997	6951	2	0.033137
HADHA	4	0.0028878	0.010284	0.816395	235	3	-1.3221	0.94287	0.94277	0.999997	17765	0	-1.3221
TP53I13	4	0.0029237	0.010425	0.816395	236	2	0.045267	0.35516	0.53201	0.999997	9910	2	0.045267
ARHGAP15	4	0.002928	0.010439	0.816395	237	4	-0.99255	0.99707	0.99707	0.999997	19028	0	-0.99255
C19orf47	4	0.0029364	0.010465	0.816395	238	4	-1.1005	0.99706	0.99706	0.999997	19027	0	-1.1005
ZNF829	3	0.0029693	0.0082622	0.816395	239	2	-0.40809	0.25518	0.39257	0.999997	8384	1	-0.40809
RCAN3	4	0.0029791	0.010612	0.816395	240	4	-1.7778	0.99702	0.99702	0.999997	19025	0	-1.7778
ALG1	4	0.002998	0.010674	0.816395	241	2	-1.5949	0.2839	0.47303	0.999997	8804	1	-1.5949
JAKMIP3	4	0.003019	0.010749	0.816395	242	4	-1.3584	0.99698	0.99698	0.999997	19024	0	-1.3584
HMBOX1	4	0.0030271	0.010779	0.816395	243	1	0.14387	0.22537	0.41689	0.999997	7803	2	0.14387
SPATC1	4	0.0030284	0.010782	0.816395	244	3	-0.74353	0.97155	0.97153	0.999997	18406	0	-0.74353
UBE2J2	4	0.003037	0.010813	0.816395	245	4	-1.2985	0.99696	0.99696	0.999997	19023	0	-1.2985
GRIN2C	4	0.0030386	0.010818	0.816395	246	4	-2.5127	0.99199	0.99205	0.999997	18902	0	-2.5127
CTDNEP1	4	0.003059	0.010884	0.816395	247	3	-1.6491	0.8788	0.8812	0.999997	16520	1	-1.6491
RDH12	4	0.0030624	0.010894	0.816395	248	3	-1.3682	0.75915	0.80696	0.999997	15025	1	-1.3682
SART1	4	0.0030639	0.0109	0.816395	249	4	-0.85182	0.99694	0.99693	0.999997	19022	0	-0.85182
TMEM200A	4	0.0030823	0.010956	0.816395	250	3	-1.674	0.73643	0.79603	0.999997	14810	1	-1.674
GALE	3	0.0030856	0.0085715	0.816395	251	2	-2.0315	0.84303	0.8431	0.999997	15969	0	-2.0315
GPR161	4	0.0030896	0.010981	0.816395	252	3	-1.6374	0.92635	0.92616	0.999997	17412	0	-1.6374
RBM33	4	0.0031053	0.011037	0.816395	253	4	-1.9868	0.99689	0.99689	0.999997	19021	0	-1.9868
ABCA6	4	0.0031239	0.011105	0.816395	254	4	-0.92187	0.97975	0.97981	0.999997	18595	0	-0.92187
SLC44A4	4	0.0031304	0.011125	0.816395	255	2	-0.15309	0.48773	0.64339	0.999997	11941	1	-0.15309
GNPTAB	4	0.0031637	0.011238	0.816395	256	3	-1.2009	0.56549	0.70984	0.999997	13192	1	-1.2009
B4GALT7	4	0.0031726	0.011269	0.816395	257	4	-1.164	0.99683	0.99682	0.999997	19020	0	-1.164
CNN3	4	0.0031814	0.011295	0.816395	258	4	-1.1081	0.98853	0.98857	0.999997	18812	0	-1.1081
ISCA2	4	0.0031821	0.011296	0.816395	259	2	-2.0256	0.071777	0.17605	0.980116	3431	1	-2.0256
ARMCX4	4	0.0031826	0.011297	0.816395	260	2	-1.1194	0.86427	0.86986	0.999997	16279	1	-1.1194
EBPL	4	0.0031965	0.011348	0.816395	261	2	-0.34716	0.34129	0.5205	0.999997	9688	2	-0.34716
FBXO31	4	0.0032313	0.011477	0.816395	262	3	-1.7342	0.97403	0.97395	0.999997	18462	0	-1.7342
ACTR3C	4	0.0032338	0.011483	0.816395	263	2	-0.68669	0.85795	0.86519	0.999997	16165	1	-0.68669
ZNF28	4	0.0032396	0.01151	0.816395	264	4	-1.5435	0.99676	0.99676	0.999997	19018	0	-1.5435
HIST1H1E	4	0.0032504	0.011553	0.816395	265	4	-0.90763	0.9817	0.98173	0.999997	18633	0	-0.90763
PRPH2	4	0.0032659	0.011603	0.816395	266	3	-1.2879	0.96792	0.96788	0.999997	18324	0	-1.2879
ENG	4	0.0032686	0.011611	0.816395	267	4	-0.75227	0.99673	0.99673	0.999997	19017	0	-0.75227
CASKIN1	4	0.0032775	0.011643	0.816395	268	3	-0.86502	0.11239	0.2447	0.996875	4679	1	-0.86502
PSG7	4	0.0032834	0.011658	0.816395	269	4	-1.6156	0.99672	0.99672	0.999997	19016	0	-1.6156
MICB	4	0.0032855	0.011665	0.816395	270	2	-0.074982	0.41552	0.58259	0.999997	10822	2	-0.074982
KSR1	4	0.0033164	0.011769	0.816395	271	3	-2.4717	0.94294	0.94285	0.999997	17769	0	-2.4717
PKHD1	4	0.0033371	0.011845	0.816395	272	3	-1.3674	0.97121	0.97116	0.999997	18393	0	-1.3674
KDSR	4	0.0033414	0.011861	0.816395	273	4	-2.1789	0.99666	0.99666	0.999997	19015	0	-2.1789
FKBPL	4	0.0033471	0.011882	0.816395	274	4	-1.2501	0.99665	0.99666	0.999997	19014	0	-1.2501
KLHL33	4	0.0033583	0.011919	0.816395	275	3	-2.2351	0.46649	0.62553	0.999997	11600	1	-2.2351
OR11L1	4	0.0033888	0.012027	0.816395	276	1	0.028595	0.72315	0.79007	0.999997	14707	1	0.028595
NEK5	4	0.0034119	0.012099	0.816395	277	3	-0.67782	0.64804	0.75992	0.999997	14120	1	-0.67782
LRRC3	4	0.0034184	0.012125	0.816395	278	4	-1.537	0.99658	0.99659	0.999997	19013	0	-1.537
PABPC1L2B	4	0.0034217	0.012141	0.816395	279	3	-1.795	0.48478	0.6409	0.999997	11889	1	-1.795
RPA4	4	0.0034389	0.012197	0.816395	280	4	-0.89958	0.99656	0.99657	0.999997	19012	0	-0.89958
FIGF	4	0.0034405	0.012204	0.816395	281	1	0.73037	0.10531	0.23305	0.995781	4461	3	0.73037
ABI3	4	0.003455	0.012258	0.816395	282	3	-0.82691	0.82691	0.8442	0.999997	15777	1	-0.82691
LMTK2	4	0.0034581	0.012267	0.816395	283	4	-1.3904	0.99654	0.99655	0.999997	19011	0	-1.3904
ZDHHC15	4	0.003484	0.012358	0.816395	284	4	-1.2609	0.99652	0.99652	0.999997	19010	0	-1.2609
MPP5	4	0.0034846	0.01236	0.816395	285	3	-3.4897	0.92796	0.92774	0.999997	17449	0	-3.4897
CNEP1R1	4	0.0034921	0.012388	0.816395	286	1	-0.31988	0.084739	0.19841	0.989486	3819	1	-0.31988
CD276	4	0.0035021	0.01242	0.816395	287	3	-1.3028	0.87642	0.87928	0.999997	16481	1	-1.3028
MEIS3	4	0.003513	0.012458	0.816395	288	2	-0.86465	0.88748	0.88857	0.999997	16661	1	-0.86465
ZNF227	4	0.0035303	0.012509	0.816395	289	4	-2.5492	0.99647	0.99648	0.999997	19009	0	-2.5492
DPF1	4	0.0035318	0.012513	0.816395	290	4	-2.5081	0.99647	0.99648	0.999997	19008	0	-2.5081
DEFB4A	4	0.0035438	0.012549	0.816395	291	3	-1.053	0.7336	0.79475	0.999997	14780	1	-1.053
POP4	4	0.0035506	0.012572	0.816395	292	4	-1.7785	0.99645	0.99646	0.999997	19007	0	-1.7785
SAP30L	4	0.0035589	0.012601	0.816395	293	4	-0.545	0.99644	0.99646	0.999997	19006	0	-0.545
SLC39A8	4	0.0035955	0.012716	0.818336	294	2	-0.72028	0.80893	0.83346	0.999997	15571	1	-0.72028
ARTN	4	0.0036045	0.012759	0.818336	295	2	-1.0393	0.41158	0.57933	0.999997	10756	2	-1.0393
ABCB5	3	0.0036283	0.010034	0.816395	296	3	-0.56731	0.94614	0.94636	0.999997	17841	0	-0.56731
VPS39	4	0.0036374	0.012879	0.818336	297	3	-2.2008	0.97333	0.97327	0.999997	18446	0	-2.2008
MED22	4	0.0036471	0.012918	0.818336	298	2	-0.85107	0.91522	0.91501	0.999997	17193	0	-0.85107
GLIS2	4	0.0036805	0.013032	0.818336	299	3	-2.6549	0.8289	0.84543	0.999997	15803	1	-2.6549
C7orf66	4	0.0036818	0.013037	0.818336	300	3	-0.93812	0.87158	0.87549	0.999997	16402	1	-0.93812
KIAA0895L	4	0.003686	0.01305	0.818336	301	4	-3.3232	0.98714	0.98717	0.999997	18776	0	-3.3232
DOT1L	4	0.0036936	0.01308	0.818336	302	4	-1.1182	0.99631	0.99634	0.999997	19005	0	-1.1182
DNAJC19	4	0.0036988	0.013095	0.818336	303	2	0.27871	0.047339	0.13239	0.95861	2637	2	0.27871
WASF1	4	0.0037006	0.013102	0.818336	304	4	-1.3573	0.9963	0.99633	0.999997	19004	0	-1.3573
TASP1	4	0.0037009	0.013102	0.818336	305	2	-0.95405	0.44997	0.61162	0.999997	11342	2	-0.95405
ADCK4	4	0.0037323	0.013205	0.820584	306	4	-1.5719	0.98481	0.98481	0.999997	18703	0	-1.5719
COA1	4	0.0037505	0.013273	0.820584	307	1	-0.046885	0.88239	0.88413	0.999997	16569	1	-0.046885
BRAF	4	0.0037624	0.013305	0.820584	308	4	-1.3293	0.99624	0.99627	0.999997	19003	0	-1.3293
HBG2	4	0.0038021	0.013448	0.821224	309	2	0.097061	0.33398	0.51434	0.999997	9580	2	0.097061
MSL1	4	0.0038022	0.013448	0.821224	310	3	-2.1018	0.7345	0.79516	0.999997	14790	1	-2.1018
SLC2A1	4	0.0038043	0.013455	0.821224	311	4	-2.0697	0.9962	0.99623	0.999997	19002	0	-2.0697
RC3H1	4	0.0038273	0.01353	0.821224	312	4	-1.4032	0.99617	0.99621	0.999997	19001	0	-1.4032
WTIP	4	0.0038449	0.013599	0.821224	313	4	-2.1695	0.99616	0.99618	0.999997	19000	0	-2.1695
KIF1C	4	0.0038538	0.013627	0.821224	314	1	-0.0046008	0.91623	0.91602	0.999997	17211	0	-0.0046008
PPIAL4E	4	0.0038722	0.013691	0.821224	315	4	-3.2373	0.99613	0.99616	0.999997	18999	0	-3.2373
FOLR3	4	0.0038858	0.01373	0.821224	316	2	-0.52734	0.82584	0.84351	0.999997	15766	1	-0.52734
MGST1	4	0.0038935	0.013753	0.821224	317	3	-1.0412	0.96048	0.9604	0.999997	18154	0	-1.0412
NPY	4	0.0039054	0.01379	0.821224	318	3	-1.2059	0.77205	0.81345	0.999997	15149	1	-1.2059
RELB	4	0.0039109	0.013806	0.821224	319	4	-1.2616	0.99609	0.99613	0.999997	18998	0	-1.2616
NLRP12	4	0.0039532	0.01395	0.821224	320	4	-1.5192	0.99605	0.99608	0.999997	18997	0	-1.5192
TMEM150B	4	0.0039559	0.01396	0.821224	321	3	-1.5242	0.97023	0.97017	0.999997	18371	0	-1.5242
CNR2	4	0.0039625	0.013979	0.821224	322	3	-1.5161	0.2756	0.46621	0.999997	8694	1	-1.5161
CIPC	4	0.0039753	0.01402	0.821224	323	4	-2.4045	0.99602	0.99606	0.999997	18996	0	-2.4045
MC4R	4	0.0039857	0.014055	0.821224	324	2	-0.66293	0.20332	0.38503	0.999997	7220	2	-0.66293
FOXK1	4	0.0039881	0.014065	0.821224	325	3	-1.9771	0.83013	0.84619	0.999997	15815	1	-1.9771
DNAH17	4	0.0039969	0.014093	0.821224	326	3	-2.1917	0.4649	0.62417	0.999997	11567	1	-2.1917
IFNA5	4	0.004033	0.014223	0.823897	327	4	-2.3925	0.99597	0.996	0.999997	18995	0	-2.3925
ZNF385A	4	0.0040338	0.014225	0.823897	328	3	-1.5085	0.62479	0.75164	0.999997	13977	1	-1.5085
GNG12	4	0.004053	0.014292	0.823974	329	4	-1.7376	0.98647	0.98648	0.999997	18755	0	-1.7376
FAM214A	4	0.0040604	0.014313	0.823974	330	4	-1.3175	0.99132	0.99137	0.999997	18884	0	-1.3175
ZNF350	3	0.0040795	0.011247	0.816395	331	2	-1.0229	0.35248	0.50011	0.999997	9859	1	-1.0229
ZCRB1	4	0.0040889	0.014415	0.827387	332	4	-2.1658	0.99591	0.99594	0.999997	18994	0	-2.1658
ZBBX	4	0.0041242	0.014538	0.829384	333	4	-1.092	0.99588	0.9959	0.999997	18993	0	-1.092
LGALS9	4	0.0041322	0.014571	0.829384	334	3	-1.4244	0.93213	0.9319	0.999997	17542	0	-1.4244
SLC26A2	4	0.0041497	0.014621	0.829384	335	3	-0.68139	0.41979	0.5862	0.999997	10888	1	-0.68139
OR5AS1	4	0.0041536	0.014635	0.829384	336	2	-0.3101	0.35542	0.53223	0.999997	9914	2	-0.3101
ZNF394	4	0.0041637	0.014667	0.829384	337	1	0.3236	0.13418	0.27985	0.999997	5310	3	0.3236
KRT37	4	0.0042016	0.01479	0.833626	338	3	-1.1431	0.77057	0.8127	0.999997	15131	1	-1.1431
ERLIN2	4	0.0042153	0.014834	0.833626	339	2	-0.045707	0.712	0.7852	0.999997	14625	1	-0.045707
MOG	4	0.0042486	0.014946	0.833626	340	4	-1.2765	0.99575	0.99578	0.999997	18991	0	-1.2765
PRKAR1A	4	0.0042488	0.014946	0.833626	341	3	-2.2088	0.96027	0.96018	0.999997	18148	0	-2.2088
AP4S1	4	0.0042607	0.014986	0.833626	342	2	-0.11599	0.0092793	0.031317	0.843921	703	2	-0.11599
PPIL1	4	0.0042669	0.015004	0.833626	343	2	-0.40159	0.077008	0.18511	0.987389	3579	2	-0.40159
S100A2	4	0.0043289	0.015203	0.836306	344	3	-1.1689	0.88081	0.88278	0.999997	16550	1	-1.1689
RGPD5	4	0.004339	0.015244	0.836306	345	4	-1.2723	0.99566	0.9957	0.999997	18990	0	-1.2723
LRBA	4	0.0043449	0.015263	0.836306	346	2	-0.96487	0.26475	0.45731	0.999997	8528	2	-0.96487
PNP	4	0.004353	0.015295	0.836306	347	2	-0.53459	0.38042	0.55319	0.999997	10303	2	-0.53459
FAM177A1	4	0.0043557	0.015303	0.836306	348	4	-1.1515	0.99564	0.99568	0.999997	18989	0	-1.1515
FBXW2	4	0.0043802	0.015386	0.836306	349	3	-1.3115	0.81469	0.83685	0.999997	15632	1	-1.3115
C11orf96	4	0.0044218	0.015523	0.836306	350	2	0.20583	0.27106	0.46246	0.999997	8624	2	0.20583
KRTAP19-4	4	0.0044326	0.015562	0.836306	351	4	-1.1705	0.99557	0.9956	0.999997	18988	0	-1.1705
GTF2IRD1	4	0.0044366	0.015573	0.836306	352	3	-0.93029	0.82107	0.84063	0.999997	15714	1	-0.93029
DEPDC1	4	0.0044495	0.015613	0.836306	353	4	-0.55488	0.99555	0.99559	0.999997	18987	0	-0.55488
SLC6A3	4	0.0044531	0.015624	0.836306	354	4	-1.1988	0.99555	0.99558	0.999997	18986	0	-1.1988
ACTR2	4	0.0044656	0.015674	0.836306	355	4	-0.79747	0.99553	0.99557	0.999997	18985	0	-0.79747
KCNIP2	4	0.0044792	0.015718	0.836306	356	3	-2.2744	0.5624	0.7072	0.999997	13134	1	-2.2744
OPLAH	4	0.0044898	0.01575	0.836306	357	4	-0.80887	0.99551	0.99555	0.999997	18984	0	-0.80887
APOL5	4	0.0044912	0.015752	0.836306	358	3	-1.1482	0.62741	0.75257	0.999997	13996	1	-1.1482
ASB7	4	0.0045006	0.015789	0.836306	359	4	-0.55985	0.9955	0.99554	0.999997	18983	0	-0.55985
H1FOO	4	0.0045158	0.015854	0.836306	360	2	-0.29751	0.30413	0.4896	0.999997	9122	2	-0.29751
ERICH3	4	0.0045204	0.015869	0.836306	361	4	-2.1799	0.98754	0.98757	0.999997	18785	0	-2.1799
C2orf48	4	0.0045251	0.015883	0.836306	362	1	0.18308	0.22391	0.41486	0.999997	7777	3	0.18308
HIST1H1T	4	0.0045412	0.015935	0.836729	363	4	-1.9083	0.99546	0.9955	0.999997	18982	0	-1.9083
HLCS	4	0.0045775	0.016051	0.839745	364	2	-0.77469	0.62709	0.75244	0.999997	13994	1	-0.77469
ICMT	4	0.0045858	0.01608	0.839745	365	4	-3.0162	0.99541	0.99545	0.999997	18981	0	-3.0162
ARMCX1	4	0.004627	0.016218	0.840787	366	4	-1.7679	0.99537	0.99541	0.999997	18980	0	-1.7679
KCNH2	4	0.0046283	0.016222	0.840787	367	1	0.85029	0.032157	0.097795	0.935981	1992	3	0.85029
ZNRF2	4	0.0046473	0.016287	0.840787	368	4	-2.3476	0.98661	0.9866	0.999997	18760	0	-2.3476
GJB3	4	0.0046506	0.0163	0.840787	369	3	-1.6181	0.94013	0.94009	0.999997	17703	0	-1.6181
HOXA1	4	0.004673	0.01637	0.840787	370	3	-2.1406	0.95775	0.95773	0.999997	18100	0	-2.1406
WNT16	4	0.00468	0.016393	0.840787	371	2	-0.15314	0.46868	0.62735	0.999997	11633	2	-0.15314
DPM2	4	0.0047066	0.016502	0.840787	372	4	-1.1372	0.99529	0.99533	0.999997	18979	0	-1.1372
PCF11	4	0.0047316	0.016592	0.840787	373	1	-0.097366	0.79996	0.82836	0.999997	15472	1	-0.097366
TRMT2B	4	0.00474	0.016617	0.840787	374	4	-2.268	0.98542	0.98541	0.999997	18723	0	-2.268
BAG2	4	0.0047442	0.016633	0.840787	375	4	-1.8662	0.97855	0.97859	0.999997	18566	0	-1.8662
PNRC2	4	0.0047477	0.016639	0.840787	376	4	-0.80494	0.99525	0.99528	0.999997	18977	0	-0.80494
MMEL1	4	0.0047527	0.016661	0.840787	377	3	-1.6431	0.75496	0.80492	0.999997	14985	1	-1.6431
ZNF806	4	0.0047561	0.016672	0.840787	378	4	-0.69577	0.99524	0.99527	0.999997	18976	0	-0.69577
FBXO5	4	0.0047832	0.01677	0.843473	379	2	-0.93615	0.92665	0.92645	0.999997	17418	0	-0.93615
SS18	4	0.004799	0.016823	0.84391	380	3	-1.1459	0.93652	0.93644	0.999997	17629	0	-1.1459
POLR1B	3	0.0048226	0.013309	0.820584	381	3	-2.4021	0.99518	0.9953	0.999997	18975	0	-2.4021
SGPP2	4	0.0048592	0.017025	0.848574	382	4	-2.1352	0.99514	0.99517	0.999997	18974	0	-2.1352
SAMD9L	4	0.0048812	0.017103	0.848574	383	4	-1.2036	0.99512	0.99515	0.999997	18973	0	-1.2036
MYO1E	4	0.0048864	0.01712	0.848574	384	2	-0.39207	0.32036	0.50303	0.999997	9359	1	-0.39207
MOGAT3	4	0.0048925	0.017137	0.848574	385	3	-1.0837	0.84793	0.85797	0.999997	16040	1	-1.0837
PARD3	4	0.0048926	0.017138	0.848574	386	4	-0.65846	0.99511	0.99514	0.999997	18972	0	-0.65846
RGL1	4	0.0049349	0.017286	0.85026	387	4	-1.0678	0.99507	0.9951	0.999997	18971	0	-1.0678
WWP1	4	0.0049381	0.017296	0.85026	388	4	-1.7774	0.99037	0.99039	0.999997	18860	0	-1.7774
ADRB3	4	0.0049433	0.017317	0.85026	389	3	-1.2626	0.65019	0.7607	0.999997	14140	1	-1.2626
RERG	4	0.0049695	0.017386	0.85026	390	2	-0.58904	0.30726	0.4922	0.999997	9162	2	-0.58904
RADIL	4	0.0049843	0.017438	0.85026	391	4	-0.94844	0.99502	0.99505	0.999997	18970	0	-0.94844
CIB2	4	0.0049897	0.017454	0.85026	392	1	0.26207	0.33372	0.51412	0.999997	9577	2	0.26207
LGALS9C	4	0.0050282	0.017585	0.85026	393	4	-0.77984	0.99497	0.99501	0.999997	18969	0	-0.77984
PHACTR1	4	0.0050623	0.017706	0.85026	394	3	-2.1024	0.88517	0.88652	0.999997	16620	1	-2.1024
C5orf51	4	0.0050783	0.017762	0.85026	395	4	-1.253	0.99492	0.99497	0.999997	18968	0	-1.253
NUDT1	4	0.0050819	0.017775	0.85026	396	3	-0.95172	0.94062	0.94054	0.999997	17714	0	-0.95172
KIAA1109	4	0.0050921	0.017811	0.85026	397	4	-1.4845	0.99491	0.99495	0.999997	18967	0	-1.4845
SPDYE1	4	0.0050929	0.017813	0.85026	398	2	0.0052356	0.52268	0.67291	0.999997	12479	2	0.0052356
ZDHHC4	4	0.005108	0.017866	0.85026	399	2	-0.53751	0.84892	0.85866	0.999997	16052	1	-0.53751
STYX	4	0.0051429	0.017969	0.85026	400	2	-1.107	0.61637	0.74867	0.999997	13926	1	-1.107
DCD	4	0.0051445	0.017977	0.85026	401	2	-0.36546	0.10788	0.23724	0.995936	4542	1	-0.36546
IL18RAP	4	0.0051516	0.017999	0.85026	402	3	-2.0605	0.70954	0.7842	0.999997	14606	1	-2.0605
SATB2	4	0.0051546	0.018007	0.85026	403	4	-0.58545	0.99485	0.99489	0.999997	18966	0	-0.58545
LIMS3L	4	0.0051647	0.018042	0.85026	404	3	-1.0227	0.8178	0.83865	0.999997	15671	1	-1.0227
L3MBTL3	4	0.0051657	0.018045	0.85026	405	3	-1.5199	0.79577	0.82601	0.999997	15413	1	-1.5199
ZWINT	4	0.0051755	0.018078	0.85026	406	4	-1.2864	0.99482	0.99486	0.999997	18965	0	-1.2864
MAPKAP1	4	0.005191	0.018136	0.85026	407	2	-0.43818	0.23207	0.42645	0.999997	7975	2	-0.43818
S100A10	4	0.0051961	0.01815	0.85026	408	3	-1.7039	0.15645	0.31464	0.999997	5918	1	-1.7039
METTL8	4	0.0052372	0.018288	0.853617	409	3	-2.1858	0.20729	0.39085	0.999997	7346	1	-2.1858
SSTR2	4	0.0052477	0.018324	0.853617	410	3	-0.8784	0.5331	0.6818	0.999997	12651	1	-0.8784
GRN	4	0.0052564	0.018356	0.853617	411	3	-0.92905	0.74512	0.80016	0.999997	14890	1	-0.92905
NDUFA4L2	4	0.0052993	0.018505	0.857251	412	2	-0.34363	0.15563	0.3134	0.999997	5897	2	-0.34363
RAD51B	4	0.0053057	0.018524	0.857251	413	2	-0.4193	0.10326	0.22955	0.994859	4399	2	-0.4193
AP3S2	4	0.0053446	0.018653	0.86011	414	3	-2.0236	0.0064855	0.02242	0.828808	509	1	-2.0236
NCOR2	4	0.0053535	0.018676	0.86011	415	3	-1.4861	0.42432	0.59001	0.999997	10970	1	-1.4861
ALDOC	4	0.0053927	0.018802	0.862938	416	4	-0.91911	0.98473	0.98472	0.999997	18699	0	-0.91911
CRIM1	4	0.0054025	0.018837	0.862938	417	3	-1.0387	0.47686	0.63426	0.999997	11755	1	-1.0387
OVOL3	4	0.0054127	0.018872	0.862938	418	3	-0.78703	0.97069	0.97063	0.999997	18376	0	-0.78703
NDE1	4	0.0054486	0.019	0.865075	419	2	-1.1059	0.28788	0.4763	0.999997	8868	2	-1.1059
KRTAP6-2	4	0.0054517	0.01901	0.865075	420	3	-0.74351	0.64581	0.75911	0.999997	14105	1	-0.74351
HIST2H3A	4	0.0054747	0.019079	0.865375	421	4	-1.7896	0.99453	0.99457	0.999997	18964	0	-1.7896
ZNF550	4	0.0055057	0.019185	0.865375	422	2	-0.16766	0.85929	0.86615	0.999997	16183	1	-0.16766
HIST1H2BC	4	0.0055323	0.019264	0.865375	423	4	-1.4438	0.99447	0.99451	0.999997	18963	0	-1.4438
RAB11FIP3	4	0.0055572	0.01935	0.865375	424	3	-1.3752	0.97116	0.97112	0.999997	18390	0	-1.3752
MFAP4	4	0.005573	0.019402	0.865375	425	3	-1.1404	0.88634	0.8876	0.999997	16645	1	-1.1404
IL2	4	0.0055796	0.019424	0.865375	426	3	-1.0124	0.90299	0.90273	0.999997	16952	1	-1.0124
AKR1B1	4	0.0056088	0.019518	0.865375	427	2	-1.5142	0.63387	0.75483	0.999997	14033	1	-1.5142
SH2B2	4	0.0056211	0.019564	0.865375	428	4	-1.1881	0.99438	0.99443	0.999997	18962	0	-1.1881
CHCHD2	4	0.0056552	0.019669	0.865375	429	4	-1.0319	0.99434	0.9944	0.999997	18961	0	-1.0319
MYOF	4	0.0056604	0.019681	0.865375	430	3	-0.57541	0.49751	0.6516	0.999997	12106	1	-0.57541
ZBTB49	4	0.0056616	0.019684	0.865375	431	4	-1.201	0.99434	0.99439	0.999997	18960	0	-1.201
MOSPD1	4	0.0056627	0.01969	0.865375	432	3	-1.2304	0.9127	0.91249	0.999997	17134	0	-1.2304
OR10T2	4	0.0056753	0.019737	0.865375	433	2	-0.56587	0.35337	0.53056	0.999997	9873	1	-0.56587
DYNC2LI1	4	0.005712	0.019872	0.865375	434	2	-0.25381	0.58329	0.72515	0.999997	13503	2	-0.25381
PLCD3	4	0.0057346	0.01995	0.865375	435	4	-1.6863	0.99427	0.99432	0.999997	18959	0	-1.6863
TNFAIP8L2-SCNM1	4	0.0057403	0.019964	0.865375	436	3	-1.7052	0.68813	0.77535	0.999997	14432	1	-1.7052
HNRNPCL4	4	0.0057441	0.019972	0.865375	437	3	-1.6556	0.71384	0.78599	0.999997	14640	1	-1.6556
KIF19	4	0.0057682	0.020048	0.865375	438	4	-0.92407	0.99423	0.99429	0.999997	18958	0	-0.92407
MEN1	4	0.0057682	0.020048	0.865375	439	4	-2.4266	0.99321	0.99326	0.999997	18931	0	-2.4266
UBXN4	4	0.0057757	0.020076	0.865375	440	3	-1.7549	0.62566	0.75195	0.999997	13985	1	-1.7549
MOCS2	4	0.0058089	0.020184	0.865375	441	3	-1.2183	0.96754	0.96748	0.999997	18318	0	-1.2183
MS4A2	4	0.0058182	0.020215	0.865375	442	2	-0.64607	0.94498	0.94485	0.999997	17811	0	-0.64607
ZNF274	4	0.0058204	0.020223	0.865375	443	4	-1.0049	0.99418	0.99424	0.999997	18957	0	-1.0049
ABCD3	4	0.0058243	0.020234	0.865375	444	3	-1.3559	0.93884	0.9388	0.999997	17676	0	-1.3559
PJA1	4	0.0058302	0.020257	0.865375	445	4	-0.91581	0.99417	0.99422	0.999997	18956	0	-0.91581
CLEC6A	4	0.0058423	0.020296	0.865375	446	4	-2.1351	0.99416	0.99421	0.999997	18955	0	-2.1351
HNRNPU	4	0.0058449	0.020305	0.865375	447	3	-2.7289	0.49463	0.64916	0.999997	12046	1	-2.7289
RERE	4	0.005851	0.020324	0.865375	448	4	-1.3806	0.99415	0.9942	0.999997	18954	0	-1.3806
AXL	4	0.0058619	0.020361	0.865375	449	3	-1.3438	0.97072	0.97067	0.999997	18377	0	-1.3438
MSL3	4	0.0058739	0.020405	0.865375	450	4	-1.3114	0.99055	0.99058	0.999997	18866	0	-1.3114
NFKBIL1	4	0.0058884	0.020448	0.865375	451	4	-0.745	0.99411	0.99417	0.999997	18953	0	-0.745
USP17L2	4	0.0059183	0.020549	0.865375	452	1	0.11387	0.46079	0.62072	0.999997	11502	2	0.11387
SLC9A3	4	0.0059514	0.02066	0.865375	453	4	-1.4555	0.99405	0.99411	0.999997	18952	0	-1.4555
C7orf60	4	0.0059584	0.020682	0.865375	454	3	-1.4462	0.86248	0.86851	0.999997	16246	1	-1.4462
LAMP1	4	0.0059699	0.020716	0.865375	455	2	-0.48812	0.27442	0.46526	0.999997	8678	1	-0.48812
EDA2R	4	0.0059717	0.02072	0.865375	456	3	-0.75024	0.077788	0.18646	0.98776	3606	1	-0.75024
EBF1	4	0.0059736	0.020726	0.865375	457	4	-0.96232	0.99403	0.99408	0.999997	18951	0	-0.96232
RHOBTB2	4	0.0059768	0.020737	0.865375	458	2	-0.70849	0.27792	0.46812	0.999997	8725	2	-0.70849
DCDC5	4	0.0060215	0.020891	0.866876	459	1	0.10681	0.45266	0.61385	0.999997	11382	2	0.10681
