Gene	sgRNA	DMSO|beta	DMSO|z	DMSO|p-value	DMSO|fdr	DMSO|wald-p-value	DMSO|wald-fdr	osi|beta	osi|z	osi|p-value	osi|fdr	osi|wald-p-value	osi|wald-fdr
AMY2B	4	-0.26735	-0.89342	0.026526	0.073393	0.37163	0.99926	-1.0648	-3.5516	0	0	0.00038289	0.012036
ANG	4	-0.36724	-1.2229	0.005389	0.022818	0.22136	0.98632	-0.011396	-0.037967	0.87323	0.91966	0.96971	0.98592
ANGPT1	4	-0.33484	-1.3421	0.00947	0.03503	0.17958	0.96861	-0.4141	-1.6605	0.063883	0.14567	0.096818	0.28118
ANGPT2	4	0.15059	0.72695	0.23178	0.35711	0.46726	0.99926	0.22307	1.0772	0.38121	0.53059	0.2814	0.51057
ANK1	4	-0.028159	-0.13694	0.69518	0.7864	0.89108	0.99926	-0.11123	-0.54095	0.55172	0.6835	0.58854	0.7658
ANK2	4	-0.049544	-0.12048	0.56349	0.678	0.9041	0.99926	0.21495	0.5235	0.40072	0.54978	0.60063	0.77404
ANK3	4	-0.60803	-1.928	0.00010464	0.0011105	0.053854	0.80228	-0.45396	-1.4403	0.043321	0.10888	0.14978	0.36147
ANPEP	4	-0.35185	-1.1568	0.0076911	0.030403	0.24737	0.99311	-0.4579	-1.5061	0.04149	0.10526	0.13204	0.33749
SLC25A4	4	-0.16815	-0.46973	0.11903	0.21716	0.63855	0.99926	0.41938	1.1754	0.08366	0.17846	0.23982	0.4672
SLC25A5	4	-0.034096	-0.085359	0.65987	0.75857	0.93198	0.99926	0.44713	1.1215	0.062941	0.14404	0.26209	0.49039
SLC25A6	4	0.0859	0.3092	0.54136	0.65913	0.75717	0.99926	-0.19524	-0.70219	0.33972	0.48974	0.48256	0.69012
ANXA1	4	0.0014506	0.0036939	0.89368	0.92902	0.99705	0.99999	0.22005	0.5612	0.3889	0.53835	0.57466	0.75717
ANXA2	4	-0.39449	-1.4528	0.0035578	0.016924	0.14629	0.93893	-0.40464	-1.4903	0.069429	0.1551	0.13615	0.34304
ANXA3	4	-0.014873	-0.035402	0.78188	0.85073	0.97176	0.99926	0.59851	1.4319	0.013185	0.044405	0.15216	0.36441
ANXA4	4	-0.045193	-0.20135	0.58928	0.70004	0.84043	0.99926	-0.39784	-1.7712	0.074243	0.16331	0.076531	0.24344
ANXA5	4	0.011063	0.027124	0.95992	0.97409	0.97836	0.99926	0.0049683	0.012213	0.93308	0.9584	0.99026	0.99564
ANXA6	4	-0.056184	-0.26449	0.52729	0.64748	0.7914	0.99926	-0.34698	-1.6329	0.11416	0.22344	0.10249	0.29065
ANXA7	4	-0.065487	-0.28231	0.47674	0.60296	0.77771	0.99926	-0.69714	-2.9982	0.0035055	0.016203	0.0027157	0.036297
ANXA11	4	-0.36088	-1.3711	0.0062261	0.025613	0.17034	0.95718	-0.36361	-1.3819	0.099723	0.2024	0.16701	0.38458
ANXA13	4	-0.097359	-0.71227	0.32622	0.45782	0.47629	0.99926	0.0094108	0.068852	0.94888	0.96829	0.94511	0.97442
AOAH	4	-0.19176	-0.7212	0.084079	0.16757	0.47079	0.99926	-0.69963	-2.63	0.0033485	0.015659	0.0085389	0.067061
AOC2	4	-0.34585	-1.4147	0.008162	0.031388	0.15715	0.94689	-0.73898	-3.0227	0.0019359	0.010071	0.0025057	0.034704
AOX1	4	-0.15247	-0.33916	0.1521	0.26119	0.73449	0.99926	-0.63619	-1.4129	0.0072202	0.028607	0.15769	0.37165
APAF1	4	-0.05136	-0.21838	0.55318	0.66913	0.82714	0.99926	0.2413	1.0265	0.33773	0.48746	0.30467	0.53365
NUDT2	4	0.13789	0.49345	0.27918	0.40989	0.6217	0.99926	-0.62274	-2.2257	0.0079527	0.030534	0.026032	0.12754
APOF	4	-0.29939	-1.0578	0.016272	0.051202	0.29015	0.99926	0.014811	0.052329	0.96856	0.98129	0.95827	0.98039
APBA1	4	-0.23791	-0.74269	0.04217	0.10192	0.45767	0.99926	-0.90918	-2.8337	5.232e-05	0.00043422	0.0046014	0.047927
APBA2	4	-0.088477	-0.25698	0.3642	0.4958	0.79719	0.99926	-0.46717	-1.3559	0.037985	0.098561	0.17513	0.39413
APBB1	4	-0.061439	-0.20324	0.49851	0.6227	0.83895	0.99926	-0.78711	-2.6024	0.0010987	0.0065359	0.0092583	0.070332
APBB2	4	0.03967	0.15848	0.83854	0.89163	0.87408	0.99926	-0.00017163	-0.00068639	0.9131	0.94627	0.99945	0.99971
APC	4	-0.41357	-1.421	0.002616	0.01351	0.15532	0.94609	0.078736	0.2716	0.8118	0.87825	0.78593	0.89295
APCS	4	-0.062224	-0.23202	0.4939	0.61841	0.81652	0.99926	-0.24129	-0.89965	0.24946	0.39282	0.36831	0.59349
AIRE	4	-0.27731	-0.9715	0.022864	0.065803	0.3313	0.99926	0.32367	1.1355	0.18909	0.32239	0.25618	0.48497
APEH	4	-0.19671	-0.7296	0.077434	0.1575	0.46564	0.99926	-0.42298	-1.5688	0.058756	0.13742	0.11669	0.31427
APEX1	4	0.12701	0.51223	0.32329	0.45487	0.60849	0.99926	-0.38133	-1.5369	0.086433	0.18274	0.12432	0.32674
BIRC2	4	-0.20183	-0.8736	0.071313	0.14777	0.38234	0.99926	-0.023404	-0.10139	0.83305	0.89254	0.91924	0.95903
BIRC3	4	-0.29126	-1.0784	0.018312	0.055848	0.28086	0.99926	-0.68348	-2.5241	0.004081	0.018254	0.011598	0.080607
XIAP	4	-0.16178	-0.41457	0.13159	0.23424	0.67846	0.99926	-0.30154	-0.77277	0.15963	0.28448	0.43966	0.65534
BIRC5	4	-1.157	-2.1208	0	0	0.033936	0.73124	-0.38117	-0.70967	0.086538	0.1829	0.47791	0.68623
APLP1	4	0.04522	0.17343	0.80055	0.86432	0.86231	0.99926	-0.06914	-0.26519	0.68221	0.78896	0.79086	0.89479
APLP2	4	-0.065097	-0.16452	0.47915	0.60517	0.86932	0.99926	0.58467	1.4779	0.014859	0.048217	0.13942	0.34827
APOA1	4	-0.11641	-0.21218	0.25381	0.3825	0.83196	0.99926	-0.13829	-0.25255	0.47502	0.61628	0.80062	0.9006
APOA2	4	0.074841	0.27643	0.60822	0.71635	0.78222	0.99926	-0.31137	-1.1498	0.14849	0.26995	0.25022	0.47877
APOA4	4	0.050009	0.22634	0.76765	0.83994	0.82094	0.99926	0.039492	0.17878	0.94433	0.96529	0.85811	0.93065
APOB	4	-0.095025	-0.43073	0.33558	0.46732	0.66667	0.99926	-0.17747	-0.80449	0.37718	0.52697	0.42112	0.64047
APOBEC1	4	-0.11637	-0.36233	0.25386	0.3825	0.7171	0.99926	-0.48798	-1.5188	0.03066	0.083714	0.12882	0.33287
APOC1	4	0.03723	0.14532	0.85507	0.90343	0.88446	0.99926	-0.59411	-2.3153	0.010569	0.037736	0.020598	0.11213
AQP8	4	0.0069884	0.035572	0.93225	0.95508	0.97162	0.99926	-0.48049	-2.4455	0.033433	0.089735	0.014467	0.09162
APOC2	4	-0.18883	-0.50761	0.087427	0.17243	0.61172	0.99926	-1.4409	-3.7406	0	0	0.00018359	0.0079932
APOC3	4	-0.076281	-0.37332	0.42024	0.55074	0.70891	0.99926	0.034029	0.16654	0.96322	0.97795	0.86773	0.93487
APOC4	4	-0.22688	-0.77865	0.049024	0.11311	0.43619	0.99926	-0.81237	-2.7872	0.00094177	0.0059741	0.0053167	0.051849
APOD	4	-0.054228	-0.14143	0.5377	0.65613	0.88753	0.99926	-0.61692	-1.6051	0.0082666	0.031293	0.10848	0.30109
APOE	4	-0.12082	-0.35528	0.2391	0.36545	0.72238	0.99926	-0.5441	-1.5986	0.017161	0.053832	0.10991	0.30315
APOH	4	-0.19114	-0.82396	0.084707	0.16852	0.40996	0.99926	0.029908	0.12924	0.97803	0.98597	0.89716	0.949
APP	4	0.091641	0.42277	0.50777	0.63077	0.67246	0.99926	-0.28836	-1.3293	0.17527	0.30466	0.18374	0.40436
APRT	4	-0.20313	-0.74246	0.070005	0.14602	0.45781	0.99926	-0.37438	-1.3684	0.091822	0.19072	0.17118	0.38904
KLK3	4	-0.098504	-0.29031	0.3201	0.45165	0.77158	0.99926	-0.46951	-1.3788	0.037147	0.097074	0.16797	0.38564
FAS	4	-0.43478	-1.9046	0.0022498	0.012726	0.056838	0.81289	-0.58332	-2.5553	0.011929	0.041334	0.01061	0.07638
FASLG	4	0.18938	0.44054	0.12819	0.23	0.65954	0.99926	0.013763	0.032008	0.96479	0.97892	0.97447	0.98762
SHROOM2	4	0.54284	1.2438	0.00010464	0.0011105	0.21359	0.98461	0.24606	0.56335	0.32789	0.47712	0.5732	0.75587
AQP1	4	-0.046786	-0.14266	0.58055	0.69285	0.88656	0.99926	0.20804	0.63612	0.41903	0.56665	0.5247	0.7224
AQP2	4	-0.37907	-1.0783	0.0044996	0.020033	0.28091	0.99926	-0.21492	-0.61218	0.29817	0.44737	0.54042	0.73292
AQP3	4	-0.17252	-0.98064	0.11207	0.20798	0.32677	0.99926	-0.29889	-1.699	0.16293	0.28876	0.089327	0.26815
AQP4	4	-0.37081	-1.6196	0.0051797	0.022267	0.10533	0.90663	-0.026706	-0.11666	0.82138	0.8849	0.90713	0.95358
AQP5	4	-0.83578	-1.9312	0	0	0.053455	0.80122	-0.97499	-2.2534	5.232e-05	0.00043422	0.024236	0.12261
AQP6	4	-0.27562	-0.95051	0.023544	0.067305	0.34185	0.99926	-0.58435	-2.0105	0.011929	0.041334	0.044374	0.17552
AQP7	4	-1.0186	-2.003	0	0	0.045176	0.77818	-0.98775	-1.9505	5.232e-05	0.00043422	0.051121	0.19128
AQP9	4	-0.35976	-1.2387	0.0063831	0.026124	0.21547	0.98571	-0.50843	-1.7505	0.025428	0.072678	0.080026	0.24988
AR	4	-0.21111	-0.91337	0.061581	0.13281	0.36105	0.99926	-0.38101	-1.6484	0.086643	0.18308	0.099263	0.28504
ABCC6	4	-0.091554	-0.3139	0.35023	0.48193	0.7536	0.99926	-0.81829	-2.7964	0.00078481	0.0050319	0.0051667	0.051137
ARAF	4	0.21959	0.70929	0.075446	0.15449	0.47814	0.99926	-0.33787	-1.089	0.12212	0.23387	0.27617	0.50577
ARCN1	4	-0.63678	-1.8459	5.232e-05	0.00061387	0.064913	0.82845	-0.9766	-2.8239	5.232e-05	0.00043422	0.0047449	0.048709
TRIM23	4	-0.074582	-0.30432	0.4285	0.55859	0.76088	0.99926	-0.39031	-1.5907	0.079475	0.17201	0.11168	0.30615
AREG	4	-0.39402	-1.0658	0.0035578	0.016924	0.28652	0.99926	-0.55553	-1.5021	0.015016	0.048545	0.13308	0.33891
ARF1	4	-0.24985	-0.59152	0.035212	0.089602	0.55417	0.99926	-1.6024	-3.743	0	0	0.00018186	0.0079438
ARF3	4	0.1265	0.43715	0.32517	0.45675	0.662	0.99926	-0.75811	-2.6093	0.0016219	0.008847	0.0090736	0.06948
ARF4	4	0.050018	0.15245	0.76765	0.83994	0.87883	0.99926	-0.15439	-0.47051	0.433	0.57915	0.63799	0.79829
ARL4D	4	-0.028633	-0.083537	0.69194	0.78398	0.93342	0.99926	-0.68228	-1.9755	0.0041333	0.018344	0.048214	0.18465
ARF5	4	0.26717	0.79302	0.032857	0.085652	0.42777	0.99926	-0.48213	-1.4305	0.032962	0.08882	0.15258	0.36494
ARF6	4	-0.19103	-0.43591	0.084811	0.16864	0.6629	0.99926	-0.78379	-1.7821	0.0012034	0.0070856	0.074728	0.23989
ARG1	4	-0.042096	-0.12666	0.60911	0.71718	0.89921	0.99926	-0.93724	-2.7837	5.232e-05	0.00043422	0.0053743	0.052168
ARG2	4	0.10415	0.27389	0.43604	0.56563	0.78417	0.99926	0.24573	0.64712	0.32836	0.47759	0.51755	0.71691
RHOA	4	-0.56283	-1.3098	0.00020928	0.0019455	0.19027	0.97564	0.13969	0.32625	0.61544	0.73556	0.74424	0.86682
RHOB	4	-0.30237	-1.0436	0.015696	0.049967	0.29666	0.99926	-0.59585	-2.0558	0.010307	0.036995	0.039804	0.16469
RHOC	4	-0.32501	-1.3928	0.01083	0.038199	0.16369	0.95108	-0.60793	-2.6048	0.0091561	0.034014	0.0091933	0.069977
RND3	4	-0.16225	-0.8277	0.13017	0.23233	0.40784	0.99926	-0.18117	-0.92423	0.36891	0.51868	0.35537	0.58276
RHOG	4	-0.30065	-0.69215	0.01601	0.050662	0.48884	0.99926	-0.92452	-2.1094	5.232e-05	0.00043422	0.034906	0.15215
ARHGAP1	4	0.14595	0.41857	0.24779	0.37543	0.67553	0.99926	-0.28862	-0.82564	0.17496	0.30439	0.40901	0.62952
ARHGAP4	4	-0.0094349	-0.027721	0.81986	0.87945	0.97788	0.99926	0.22195	0.6524	0.38393	0.53332	0.51414	0.71416
ARHGAP5	4	-0.22702	-0.83631	0.04892	0.11294	0.40298	0.99926	-0.24242	-0.89458	0.24753	0.39075	0.37101	0.59579
ARHGAP6	4	-0.087702	-0.51351	0.36698	0.49879	0.6076	0.99926	-0.10025	-0.587	0.58353	0.70921	0.5572	0.74461
ARHGDIA	4	-0.52694	-1.5597	0.00047088	0.0038298	0.11883	0.92302	-0.68135	-2.0168	0.0041333	0.018344	0.043716	0.17375
ARHGDIB	4	-0.17803	-0.66177	0.10328	0.19589	0.50812	0.99926	-0.31554	-1.1729	0.1442	0.26431	0.24082	0.46829
ARHGDIG	4	0.076966	0.21681	0.59467	0.70456	0.82836	0.99926	0.51748	1.46	0.030764	0.08388	0.1443	0.35395
RHOH	4	-0.23953	-1.3472	0.041438	0.10089	0.1779	0.96657	0.24961	1.4043	0.32031	0.46955	0.16024	0.37574
ARL1	4	-0.13708	-0.3717	0.18971	0.30666	0.71012	0.99926	0.14477	0.39327	0.60059	0.72363	0.69412	0.83609
PHOX2A	4	-0.16934	-0.65186	0.11715	0.21469	0.51449	0.99926	-0.45106	-1.7362	0.044472	0.11098	0.082521	0.25463
ARL2	4	-0.96734	-1.8852	0	0	0.0594	0.81881	-1.43	-2.7793	0	0	0.0054479	0.052496
ARL3	4	-0.10507	-0.27734	0.29608	0.42742	0.78152	0.99926	0.33348	0.88209	0.17402	0.3033	0.37773	0.60258
ARNT	4	-0.7028	-1.2809	5.232e-05	0.00061387	0.20023	0.97945	-0.83211	-1.5173	0.00068017	0.0044983	0.12918	0.33316
ARNTL	4	0.0050466	0.01835	0.91843	0.94605	0.98536	0.99926	-0.041184	-0.14979	0.77073	0.85136	0.88093	0.94115
ARR3	4	-0.10746	-0.45277	0.2864	0.41748	0.65072	0.99926	-0.21191	-0.89286	0.30471	0.45401	0.37193	0.59648
ARRB1	4	-0.32005	-1.0668	0.01151	0.039747	0.28608	0.99926	-0.65451	-2.1804	0.0057029	0.023665	0.029228	0.13635
ARRB2	4	-0.10623	-0.26536	0.29163	0.42304	0.79073	0.99926	0.2536	0.63386	0.31173	0.46086	0.52617	0.72369
ARSA	4	-0.11183	-0.38191	0.27065	0.40088	0.70253	0.99926	-0.87936	-3.0017	0.00020928	0.0015842	0.0026845	0.036134
ARSB	4	-0.11673	-0.60135	0.2526	0.38118	0.54761	0.99926	-0.55098	-2.8382	0.015435	0.049447	0.0045368	0.047526
STS	4	-0.11385	-0.21462	0.2626	0.39183	0.83007	0.99926	-0.014086	-0.02665	0.86512	0.9147	0.97874	0.98982
ARSD	4	-0.21367	-0.91692	0.058913	0.12858	0.35919	0.99926	-0.37268	-1.5993	0.092869	0.19204	0.10976	0.30302
ARSE	4	0.14528	0.26453	0.25035	0.37859	0.79137	0.99926	0.67635	1.2335	0.0050228	0.021127	0.21741	0.44347
ARSF	4	-0.14684	-0.65725	0.16591	0.2785	0.51102	0.99926	0.037224	0.16662	0.95202	0.97087	0.86767	0.93487
ART1	4	-0.66253	-1.4614	5.232e-05	0.00061387	0.14389	0.93893	-0.91702	-2.0221	5.232e-05	0.00043422	0.043167	0.17254
ART3	4	-0.052005	-0.13156	0.54947	0.66563	0.89533	0.99926	0.48792	1.236	0.042066	0.10653	0.21645	0.44249
ART4	4	0.027551	0.066363	0.92011	0.94696	0.94709	0.99926	0.06003	0.14463	0.87448	0.92054	0.885	0.94266
ARVCF	4	-0.16906	-0.67472	0.11746	0.2151	0.49985	0.99926	-0.40402	-1.6124	0.0699	0.15598	0.10688	0.29843
ASAH1	4	-0.11554	-0.46372	0.25721	0.38624	0.64285	0.99926	-0.065351	-0.26231	0.6934	0.79765	0.79308	0.89634
ASCL1	4	-0.19939	-0.68914	0.074347	0.15273	0.49074	0.99926	-0.52845	-1.8246	0.020405	0.061437	0.068065	0.22664
ASCL2	4	-0.03156	-0.13271	0.67357	0.7686	0.89442	0.99926	-0.17423	-0.73269	0.38367	0.53304	0.46375	0.67479
ASGR1	4	-0.10184	-0.45931	0.30832	0.44017	0.64601	0.99926	-0.092488	-0.41716	0.6088	0.73003	0.67656	0.82499
ASGR2	4	-0.21678	-0.58571	0.056663	0.12526	0.55807	0.99926	-0.7869	-2.1107	0.0010987	0.0065359	0.034797	0.15184
ASIP	4	-0.061364	-0.22132	0.49888	0.62304	0.82484	0.99926	-0.40771	-1.4654	0.067598	0.15189	0.14281	0.35229
ASL	4	-0.40392	-1.0876	0.0031915	0.015734	0.27675	0.99926	-0.35358	-0.95244	0.10773	0.21392	0.34087	0.56884
ASMT	4	-0.0097626	-0.033923	0.81698	0.8769	0.97294	0.99926	-0.17867	-0.62084	0.37503	0.52513	0.53471	0.72911
ASNA1	4	-0.84369	-2.1873	0	0	0.02872	0.69527	-1.7001	-4.3859	0	0	1.1549e-05	0.0016331
ASNS	4	-0.089335	-0.39407	0.35991	0.49157	0.69353	0.99926	-0.27416	-1.2094	0.19615	0.33113	0.22651	0.45374
ASPA	4	-0.19864	-0.80628	0.075237	0.15426	0.42008	0.99926	-0.36859	-1.4961	0.095694	0.19637	0.13464	0.34106
ASPH	4	-0.13833	-0.52413	0.18616	0.30253	0.60019	0.99926	0.053899	0.20424	0.8941	0.93291	0.83816	0.91988
ASS1	4	-0.27327	-1.0193	0.024381	0.069027	0.30804	0.99926	-0.64394	-2.4007	0.0064354	0.02607	0.016364	0.098787
ASTN1	4	-0.41466	-1.925	0.002616	0.01351	0.054223	0.80503	-0.3286	-1.5261	0.1308	0.24541	0.12699	0.33045
SERPINC1	4	-0.14106	-0.32992	0.18003	0.29554	0.74146	0.99926	-1.1022	-2.5771	0	0	0.0099625	0.073377
ZFHX3	4	0.093181	0.26574	0.49804	0.62224	0.79044	0.99926	-0.60506	-1.7188	0.0093654	0.034529	0.08566	0.26116
ATF1	4	-0.51211	-1.6238	0.00068017	0.0051917	0.10442	0.90512	-1.0144	-3.2055	5.232e-05	0.00043422	0.0013483	0.02502
ATF3	4	-0.38203	-1.1437	0.0043426	0.019548	0.25274	0.99436	-0.4146	-1.2414	0.063412	0.14479	0.21445	0.44004
ATF4	4	-0.21927	-0.61388	0.054779	0.1226	0.5393	0.99926	-0.53105	-1.4855	0.019672	0.059635	0.1374	0.34496
ATIC	4	-1.0111	-1.9372	0	0	0.052723	0.80027	-1.202	-2.2977	0	0	0.021577	0.11536
ATM	4	-0.081057	-0.34038	0.398	0.52992	0.73357	0.99926	-0.27578	-1.158	0.19348	0.32755	0.24688	0.47475
RERE	4	-0.22907	-0.61385	0.047716	0.11095	0.53931	0.99926	-1.3802	-3.6769	0	0	0.00023606	0.0091176
ATOH1	4	-0.050168	-0.13456	0.55983	0.67474	0.89296	0.99926	-0.2932	-0.78621	0.16952	0.29768	0.43174	0.6493
ATOX1	4	-0.27838	-1.2144	0.02255	0.065106	0.2246	0.98834	-0.46157	-2.0135	0.039868	0.10209	0.044067	0.17467
ATP1A1	4	-0.72784	-1.2563	5.232e-05	0.00061387	0.20901	0.98269	-0.42991	-0.75121	0.055355	0.13136	0.45252	0.6647
ATP1A2	4	0.0021322	0.011355	0.89824	0.93238	0.99094	0.99926	0.28133	1.4982	0.2582	0.40355	0.13409	0.34057
ATP1A3	4	0.0038689	0.012792	0.91032	0.941	0.98979	0.99926	-0.4035	-1.332	0.070162	0.15631	0.18285	0.40381
ATP12A	4	-0.30419	-1.466	0.015278	0.049067	0.14265	0.93893	-0.046497	-0.22412	0.75211	0.83898	0.82266	0.91172
ATP1A4	4	-0.073119	-0.37078	0.43572	0.56534	0.7108	0.99926	0.17853	0.90533	0.49704	0.63477	0.36529	0.59107
ATP1B1	4	-0.0073071	-0.039406	0.83414	0.88898	0.96857	0.99926	-0.15651	-0.84406	0.42725	0.57414	0.39864	0.62047
ATP1B2	4	-0.63548	-1.8875	5.232e-05	0.00061387	0.059097	0.81881	-1.0979	-3.2482	0	0	0.0011612	0.023042
ATP1B3	4	-0.18394	-0.36724	0.094543	0.18319	0.71344	0.99926	-0.087099	-0.17437	0.62523	0.74339	0.86158	0.93275
FXYD2	4	-0.18167	-1.121	0.097421	0.18732	0.26231	0.99926	-0.24887	-1.5357	0.23597	0.377	0.12461	0.3272
ATP2A1	4	-0.1042	-0.54924	0.29943	0.43105	0.58284	0.99926	-0.41627	-2.1941	0.062418	0.14322	0.028229	0.13342
ATP2A2	4	-0.18531	-0.37057	0.092189	0.17961	0.71096	0.99926	-1.4991	-2.9379	0	0	0.0033043	0.040318
ATP2A3	4	0.27293	0.45102	0.029875	0.080468	0.65198	0.99926	0.71829	1.1873	0.0035578	0.016295	0.23509	0.46276
ATP2B1	4	-0.40376	-1.7594	0.0031915	0.015734	0.078504	0.85071	-0.028379	-0.1237	0.81479	0.88033	0.90155	0.95054
ATP2B2	4	-0.091313	-0.30571	0.35159	0.48352	0.75982	0.99926	-0.21837	-0.73119	0.29169	0.44061	0.46466	0.67568
ATP2B3	4	-0.28089	-0.64341	0.021713	0.063349	0.51996	0.99926	-1.047	-2.3885	0	0	0.016919	0.10068
ATP2B4	4	-0.14243	-0.60122	0.17663	0.29149	0.54769	0.99926	-0.12029	-0.50791	0.52477	0.65944	0.61152	0.78159
ATP4A	4	-0.17041	-1.0857	0.11542	0.21226	0.27761	0.99926	-0.12183	-0.77625	0.52022	0.65535	0.4376	0.65368
ATP4B	4	-0.29562	-1.4476	0.017213	0.053374	0.14772	0.93923	-0.095343	-0.46691	0.59959	0.7228	0.64056	0.8001
ATP5A1	4	-1.0209	-3.5024	0	0	0.0004611	0.27296	-0.055847	-0.19188	0.72406	0.81994	0.84784	0.92456
ALDH7A1	4	-0.35391	-1.3243	0.0074295	0.029639	0.18539	0.97132	-0.27996	-1.0485	0.18773	0.32067	0.29442	0.52376
ATP5B	4	-0.62758	-1.9994	0.00010464	0.0011105	0.04556	0.77818	-0.15418	-0.49555	0.43342	0.57926	0.62021	0.78651
ATP5C1	4	-0.35196	-0.76086	0.0076911	0.030403	0.44674	0.99926	-0.12619	-0.27392	0.50814	0.64536	0.78415	0.89223
ATP5D	4	-0.94123	-3.5169	0	0	0.00043669	0.27296	-0.29564	-1.1052	0.16664	0.29371	0.26906	0.49798
ATP5E	4	-0.3981	-1.3035	0.0035055	0.016758	0.19239	0.97668	-0.67388	-2.205	0.004238	0.018489	0.027457	0.13139
ATP5F1	4	-0.2102	-0.62536	0.062471	0.13426	0.53174	0.99926	-0.033157	-0.098777	0.79888	0.87013	0.92132	0.96025
ATP5G1	4	-0.33466	-0.84666	0.0095746	0.035335	0.39719	0.99926	-0.68562	-1.7306	0.0038717	0.017436	0.083516	0.25651
ATP5G2	4	-0.15655	-0.53961	0.14283	0.24925	0.58947	0.99926	-0.69616	-2.3995	0.0035055	0.016203	0.016417	0.098981
ATP5G3	4	-0.035083	-0.10782	0.65353	0.75351	0.91414	0.99926	-0.30517	-0.93784	0.15518	0.27881	0.34833	0.57627
ATP5I	4	-0.62174	-1.7633	0.00010464	0.0011105	0.077855	0.84735	-0.52824	-1.5013	0.020457	0.061468	0.13327	0.33927
ATP5J	4	-0.17333	-0.45384	0.11113	0.2069	0.64994	0.99926	-1.1013	-2.8479	0	0	0.0044011	0.046706
ATP6V1A	4	-0.81326	-2.076	0	0	0.037895	0.75214	-0.60881	-1.556	0.0089991	0.033522	0.1197	0.31958
ATP6V1B1	4	-0.20026	-0.84639	0.073353	0.15106	0.39733	0.99926	-0.58218	-2.4603	0.011981	0.041381	0.013881	0.089542
ATP6V1B2	4	-0.22934	-0.55012	0.047559	0.1108	0.58224	0.99926	-2.1468	-5.1395	0	0	2.7553e-07	0.00015958
ATP6V0C	4	-1.3812	-2.6771	0	0	0.0074265	0.50355	-2.5762	-4.8861	0	0	1.0285e-06	0.00040518
ATP6V1C1	4	-0.51339	-1.0661	0.00068017	0.0051917	0.28637	0.99926	-0.60174	-1.2513	0.0098362	0.03583	0.21082	0.43589
ATP6V1E1	4	-0.27773	-0.79454	0.022759	0.065571	0.42688	0.99926	-1.3935	-3.8732	0	0	0.00010741	0.005916
ATP6V0B	4	-0.69652	-1.7118	5.232e-05	0.00061387	0.086929	0.87125	-1.3417	-3.2859	0	0	0.0010165	0.021389
ATP6V1G2	4	-0.22242	-0.71601	0.05232	0.11848	0.47398	0.99926	-0.060907	-0.19609	0.708	0.80846	0.84454	0.92284
ATP6V0A1	4	-0.19368	-0.46894	0.081044	0.16293	0.63911	0.99926	-0.081656	-0.19791	0.64155	0.75702	0.84312	0.92251
ATP6AP1	4	-0.73335	-1.6298	5.232e-05	0.00061387	0.10315	0.90422	-2.2447	-4.8159	0	0	1.4651e-06	0.00046509
ATP7A	4	-0.20925	-0.93737	0.063517	0.13584	0.34857	0.99926	-0.23435	-1.0503	0.26165	0.40725	0.29358	0.52305
ATP5O	4	-0.45779	-1.7126	0.0015173	0.0093368	0.086789	0.87118	0.26148	0.9803	0.2954	0.44486	0.32694	0.55604
ATP7B	4	-0.29642	-0.69301	0.017004	0.052914	0.4883	0.99926	-0.035105	-0.082126	0.79171	0.86548	0.93455	0.96823
ATR	4	-0.25709	-0.90458	0.031392	0.082804	0.36569	0.99926	-0.21827	-0.76826	0.29195	0.44084	0.44233	0.65736
ATRX	4	-0.10396	-0.17665	0.30032	0.43194	0.85978	0.99926	-1.0258	-1.7194	0	0	0.085544	0.26105
KIF1A	4	-0.028641	-0.077727	0.69189	0.78398	0.93805	0.99926	-0.79129	-2.1433	0.0010987	0.0065359	0.032092	0.14453
AUH	4	-0.21733	-0.86204	0.056349	0.12486	0.38866	0.99926	-0.13351	-0.52984	0.48716	0.62675	0.59622	0.77091
AUP1	4	-0.16121	-0.44743	0.133	0.23596	0.65457	0.99926	-0.70839	-1.9552	0.0030346	0.014613	0.050556	0.1901
AVP	4	-0.26801	-1.0122	0.026317	0.073068	0.31143	0.99926	-0.23966	-0.90552	0.25218	0.39615	0.36519	0.59105
AVPR1A	4	-0.2238	-1.2084	0.051379	0.11704	0.2269	0.98834	-0.32684	-1.7647	0.13289	0.24853	0.077607	0.24568
AVPR1B	4	0.085624	0.30867	0.54319	0.66064	0.75758	0.99926	-0.47405	-1.7015	0.035839	0.094783	0.088857	0.26724
AVPR2	4	-0.060464	-0.24906	0.50332	0.62683	0.80331	0.99926	-0.36034	-1.4842	0.10223	0.20616	0.13776	0.34549
AXL	4	-0.19328	-0.50129	0.081672	0.16383	0.61617	0.99926	-1.1546	-2.9519	0	0	0.0031587	0.03933
AZGP1	4	0.080079	0.24173	0.57516	0.68775	0.80899	0.99926	-0.12896	-0.38926	0.49872	0.63619	0.69708	0.83753
AZU1	4	-0.0030582	-0.009567	0.86203	0.90782	0.99237	0.99964	0.32554	1.0186	0.18589	0.31808	0.30841	0.53789
B2M	4	-0.053061	-0.15139	0.54366	0.66092	0.87967	0.99926	-0.089031	-0.25419	0.61906	0.73835	0.79935	0.89976
BAAT	4	0.0047327	0.015659	0.91655	0.94483	0.98751	0.99926	-0.85723	-2.8292	0.00041856	0.0029575	0.0046666	0.048251
